snapshot_version,cutoff_date,association_id,disease_code,pmid,pubmed_url,title,authors,abstract,keywords,publication_types,publication_year,journal,language_eligibility_status,eligibility_status,classification_status,semantic_status,relevance_class,decision_code,corpus_status,final_label_source,classification_version,integrity_status,integrity_last_checked_at,plain_language_explanation,eligibility_reason,language_exclusion_reason,association_updated_at
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-045,AD,24088539,https://pubmed.ncbi.nlm.nih.gov/24088539/,Antioxidant activity of selected phenols estimated by ABTS and FRAP methods.,Biskup Izabela; Golonka Iwona; Gamian Andrzej; Sroka Zbigniew,"INTRODUCTION: Phenols are the most abundant compounds in nature. They are strong antioxidants. Too high level of free radicals leads to cell and tissue damage, which may cause asthma, Alzheimer disease, cancers, etc. Taking phenolics with the diet as supplements or natural medicines is important for homeostasis of the organism.
MATERIALS AND METHODS: The ten most popular water soluble phenols were chosen for the experiment to investigate their antioxidant properties using ABTS radical scavenging capacity assay and ferric reducing antioxidant potential (FRAP) assay.
RESULTS AND DISCUSSION: Antioxidant properties of selected phenols in the ABTS test expressed as IC50 ranged from 4.332 μM to 852.713 μM (for gallic acid and 4- hydroxyphenylacetic acid respectively). Antioxidant properties in the FRAP test are expressed as μmol Fe2+/ml. All examined phenols reduced ferric ions at concentration 1.00 x 10-3 mg/ml. Both methods are very useful for determination of antioxidant capacity of water soluble phenols.",,"Journal Article; Research Support, Non-U.S. Gov't",2013,Postepy higieny i medycyny doswiadczalnej (Online),eligible,eligible,final,not_applicable,background_mention,exclude,excluded_relevance,Consenso A+B,pilot-v1.1,no_pubmed_integrity_signal,2026-08-22 01:52:33.208402-03,This article is excluded because it does not meet NDRO scientific relevance criteria.,Estudo empírico original com abstract utilizável,,2026-08-22 01:52:33.208402-03
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-046,AD,24690897,https://pubmed.ncbi.nlm.nih.gov/24690897/,"Galanthamine, an anticholinesterase drug, effects plant growth and development in Artemisia tridentate Nutt. via modulation of auxin and neutrotransmitter signaling.",Turi Christina E; Axwik Katarina E; Smith Anderson; Jones A Maxwell P; Saxena Praveen K; Murch Susan J,"Galanthamine is a naturally occurring acetylcholinesterase (AchE) inhibitor that has been well established as a drug for treatment of mild to moderate Alzheimer disease, but the role of the compound in plant metabolism is not known. The current study was designed to investigate whether galanthamine could redirect morphogenesis of Artemisia tridentata Nutt. cultures by altering concentration of endogenous neurosignaling molecules acetylcholine (Ach), auxin (IAA), melatonin (Mel), and serotonin (5HT). Exposure of axenic A. tridentata cultures to 10 µM galanthamine decreased the concentration of endogenous Ach, IAA, MEL, and AchE, and altered plant growth in a manner reminiscent of 2-4D toxicity. Galanthamine itself demonstrated IAA activity in an oat coleotile elongation bioassay, 20 µM galanthamine showed no significant difference compared with 5 μM IAA or 5 μM 1-Naphthaleneacetic acid (NAA). Metabolomic analysis detected between 20,921 to 27,891 compounds in A. tridentata plantlets and showed greater commonality between control and 5 µM treatments. Furthermore, metabolomic analysis putatively identified coumarins scopoletin/isoscopoletin, and scopolin in A. tridentata leaf extracts and these metabolites linearly increased in response to galanthamine treatments. Overall, these data indicate that galanthamine is an allelopathic phytochemical and support the hypothesis that neurologically active compounds in plants help ensure plant survival and adaptation to environmental challenges.",Acetylcholine; Artemisia tridentata; Auxin; cholinergic signalling; Galanthamine; Melatonin; metabolomics,Journal Article,2014,Plant signaling & behavior,eligible,eligible,final,not_applicable,background_mention,exclude,excluded_relevance,Consenso A+B,pilot-v1.1,no_pubmed_integrity_signal,2026-08-22 01:52:33.208402-03,This article is excluded because it does not meet NDRO scientific relevance criteria.,Estudo empírico original confirmado por leitura do abstract,,2026-08-22 01:52:33.208402-03
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-047,AD,26465128,https://pubmed.ncbi.nlm.nih.gov/26465128/,Trans generational effects of the neurotoxin BMAA on the aquatic grazer Daphnia magna.,Faassen Elisabeth J; García-Altares María; Mendes e Mello Mariana; Lürling Miquel,"β-N-Methylamino-l-alanine (BMAA) is a neurotoxin that is suspected to play a role in the neurological diseases amyotrophic lateral sclerosis, Alzheimer's disease and Parkinson's disease. BMAA has been detected in phytoplankton and globally, the main exposure routes for humans to BMAA are through direct contact with phytoplankton-infested waters and consumption of BMAA-contaminated fish and invertebrates. As BMAA can be transferred from mothers to offspring in mammals, BMAA exposure is expected to have transgenerational effects. The aim of our study was to determine whether maternal exposure to BMAA affects offspring fitness in zooplankton. We performed a multigenerational life history experiment and a multigenerational uptake experiment with the water flea Daphnia magna as a model species. In both experiments, offspring from nonexposed and exposed mothers were raised in clean and BMAA-containing medium. Direct exposure to 110μg/l BMAA reduced survival, somatic growth, reproduction and population growth. Maternal exposure did not affect D. magna fitness: animals from exposed mothers that were raised in clean medium had a higher mortality and produced lighter neonates than the controls, but this did not result in lower population growth rates. No evidence of adaptation was found. Instead, multigeneration exposure to BMAA had a negative effect: animals that were exposed during two generations had a lower brood viability and neonate weight than animals born from unexposed mothers, but raised in BMAA-containing medium. Maternal transfer of BMAA was observed, but BMAA concentrations in neonates raised in BMAA containing medium were similar for animals born from exposed and unexposed mothers. Our results indicate that zooplankton might be an important vector for the transfer of BMAA along the pelagic food chain, but whether BMAA plays a role in preventing zooplankton from controlling cyanobacterial blooms needs further investigation.",Adaptation; Daphnia magna; Fitness; Life history; Maternal effects; β-N-Methylamino-l-alanine,"Journal Article; Research Support, Non-U.S. Gov't",2015,"Aquatic toxicology (Amsterdam, Netherlands)",eligible,eligible,final,not_applicable,background_mention,exclude,excluded_relevance,Consenso A+B,pilot-v1.1,no_pubmed_integrity_signal,2026-08-22 01:52:33.208402-03,This article is excluded because it does not meet NDRO scientific relevance criteria.,Estudo empírico original com abstract utilizável,,2026-08-22 01:52:33.208402-03
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-048,AD,28326544,https://pubmed.ncbi.nlm.nih.gov/28326544/,Personalized genetics of the cholinergic blockade of neuroinflammation.,Simchovitz Alon; Heneka Michael T; Soreq Hermona,"Acetylcholine signaling is essential for cognitive functioning and blocks inflammation. To maintain homeostasis, cholinergic signaling is subjected to multi-leveled and bidirectional regulation by both proteins and non-coding microRNAs ('CholinomiRs'). CholinomiRs coordinate the cognitive and inflammatory aspects of cholinergic signaling by targeting major cholinergic transcripts including the acetylcholine hydrolyzing enzyme acetylcholinesterase (AChE). Notably, AChE inhibitors are the only currently approved line of treatment for Alzheimer's disease patients. Since cholinergic signaling blocks neuroinflammation which is inherent to Alzheimer's disease, genomic changes modifying AChE's properties and its susceptibility to inhibitors and/or to CholinomiRs regulation may affect the levels and properties of inflammasome components such as NLRP3. This calls for genomic-based medicine approaches based on genotyping of both coding and non-coding single nucleotide polymorphisms (SNPs) in the genes involved in cholinergic signaling. An example is a SNP in a recognition element for the primate-specific microRNA-608 within the 3' untranslated region of the AChE transcript. Carriers of the minor allele of that SNP present massively elevated brain AChE levels, increased trait anxiety and inflammation, accompanied by perturbed CholinomiR-608 regulatory networks and elevated prefrontal activity under exposure to stressful insults. Several additional SNPs in the AChE and other cholinergic genes await further studies, and might likewise involve different CholinomiRs and pathways including those modulating the initiation and progression of neurodegenerative diseases. CholinomiRs regulation of the cholinergic system thus merits in-depth interrogation and is likely to lead to personalized medicine approaches for achieving better homeostasis in health and disease. This is an article for the special issue XVth International Symposium on Cholinergic Mechanisms.",acetylcholinesterase (AChE); Alzheimer's disease; genetics; neuroinflammation; single nucleotide polymorphisms (SNPs),"Journal Article; Research Support, Non-U.S. Gov't; Review",2017,Journal of neurochemistry,eligible,excluded,final,not_applicable,,exclude,excluded_eligibility,Regra de elegibilidade,pilot-v1.1,no_pubmed_integrity_signal,2026-08-22 01:52:33.208402-03,This article is excluded because it does not meet NDRO eligibility requirements.,Revisão ou meta-análise,,2026-08-22 01:52:33.208402-03
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-049,AD,28713245,https://pubmed.ncbi.nlm.nih.gov/28713245/,Multifaceted Roles of Metzincins in CNS Physiology and Pathology: From Synaptic Plasticity and Cognition to Neurodegenerative Disorders.,Brzdak Patrycja; Nowak Daria; Wiera Grzegorz; Mozrzymas Jerzy W,"The extracellular matrix (ECM) and membrane proteolysis play a key role in structural and functional synaptic plasticity associated with development and learning. A growing body of evidence underscores the multifaceted role of members of the metzincin superfamily, including metalloproteinases (MMPs), A Disintegrin and Metalloproteinases (ADAMs), A Disintegrin and Metalloproteinase with Thrombospondin Motifs (ADAMTSs) and astacins in physiological and pathological processes in the central nervous system (CNS). The expression and activity of metzincins are strictly controlled at different levels (e.g., through the regulation of translation, limited activation in the extracellular space, the binding of endogenous inhibitors and interactions with other proteins). Thus, unsurprising is that the dysregulation of proteolytic activity, especially the greater expression and activation of metzincins, is associated with neurodegenerative disorders that are considered synaptopathies, especially Alzheimer's disease (AD). We review current knowledge of the functions of metzincins in the development of AD, mainly the proteolytic processing of amyloid precursor protein, the degradation of amyloid β (Aβ) peptide and several pathways for Aβ clearance across brain barriers (i.e., blood-brain barrier (BBB) and blood-cerebrospinal fluid barrier (BCSFB)) that contain specific receptors that mediate the uptake of Aβ peptide. Controlling the proteolytic activity of metzincins in Aβ-induced pathological changes in AD patients' brains may be a promising therapeutic strategy.",Alzheimer’s disease; amyloid β; blood-brain barrier; blood-cerebrospinal fluid barrier; learning; metalloproteinases; metzincins; synaptic plasticity,Journal Article; Review,2017,Frontiers in cellular neuroscience,eligible,excluded,final,not_applicable,,exclude,excluded_eligibility,Regra de elegibilidade,pilot-v1.1,no_pubmed_integrity_signal,2026-08-22 01:52:33.208402-03,This article is excluded because it does not meet NDRO eligibility requirements.,Revisão ou meta-análise,,2026-08-22 01:52:33.208402-03
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-050,AD,29260029,https://pubmed.ncbi.nlm.nih.gov/29260029/,A structural MRI study of cholinergic pathways and cognition in multiple sclerosis.,Kimura Yukio; Sato Noriko; Ota Miho; Maikusa Norihide; Maekawa Tomoko; Sone Daichi; Enokizono Mikako; Sugiyama Atsuhiko; Imabayashi Etsuko; Matsuda Hiroshi; Okamoto Tomoko; Yamamura Takashi; Sugimoto Hideharu,"BACKGROUND: White matter hyperintensities (WMH) in the cholinergic pathways are associated with cognitive performance in Alzheimer's disease. This study aimed to evaluate the relationship between the volume reduction of cholinergic pathways and cognitive function in patients with multiple sclerosis (MS).
METHODS: Thirty-two MS patients underwent a brain MRI and cognitive measurements including the Mini-Mental State Examination (MMSE) and the Japanese version of the Montreal Cognitive Assessment (MoCA-J). The extent of WMH within the cholinergic pathways was assessed using the Cholinergic Pathways Hyperintensities Scale (CHIPS). Computerized WMH volumes were also obtained. FreeSurfer was used to measure regional volumes including the cortical and subcortical volumes. The correlations among the CHIPS, the WMH volume, and the clinical data were assessed, in addition to the correlations between the cognitive scores and regional volumes measured by FreeSurfer.
RESULTS: The CHIPS score and the WMH volume were strongly positively correlated with each other (r = 0.87, P < 0.001). The CHIPS score had significantly negative correlations with the MMSE (r = - 0.49, P = 0.003) and the MoCA-J (r = - 0.47, P = 0.005) results. The WMH volume had significantly negative correlations with the MMSE (r = - 0.54, P = 0.001) and the MoCA-J (r = - 0.57, P < 0.001) results. In the analysis by FreeSurfer, both the MMSE and MoCA-J scores had significant positive correlations only with the volume of the corpus callosum.
CONCLUSIONS: The CHIPS score tended to be less sensitive to the WMH volume in cognitive function evaluation, although the difference did not reach the level of statistical significance. Thus the CHIPS method may not be as effective in MS patients.",CHIPS; Cholinergic pathway; Cognitive impairment; Multiple sclerosis,Journal Article,2017,eNeurologicalSci,eligible,eligible,final,not_applicable,background_mention,exclude,excluded_relevance,Adjudicação humana,pilot-v1.1,no_pubmed_integrity_signal,2026-08-22 01:52:33.208402-03,This article is excluded because it does not meet NDRO scientific relevance criteria.,Elegibilidade confirmada durante adjudicação humana,,2026-08-22 01:52:33.208402-03
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-051,AD,30619445,https://pubmed.ncbi.nlm.nih.gov/30619445/,"Temporal Integrative Analysis of mRNA and microRNAs Expression Profiles and Epigenetic Alterations in Female SAMP8, a Model of Age-Related Cognitive Decline.",Cosín-Tomás Marta; Álvarez-López María Jesús; Companys-Alemany Júlia; Kaliman Perla; González-Castillo Celia; Ortuño-Sahagún Daniel; Pallàs Mercè; Griñán-Ferré Christian,"A growing body of research shows that epigenetic mechanisms are critically involved in normal and pathological aging. The Senescence-Accelerated Mouse Prone 8 (SAMP8) can be considered a useful tool to better understand the dynamics of the global epigenetic landscape during the aging process since its phenotype is not fully explained by genetic factors. Here we investigated dysfunctional age-related transcriptional profiles and epigenetic programming enzymes in the hippocampus of 2- and 9-month-old SAMP8 female mice using the Senescent-Accelerated Resistant 1 (SAMR1) mouse strain as control. SAMP8 mice presented 1,062 genes dysregulated at 2 months of age, and 1,033 genes at 9 months, with 92 genes concurrently dysregulated at both ages compared to age-matched SAMR1. SAMP8 mice showed a significant decrease in global DNA methylation (5-mC) at 2 months while hydroxymethylation (5-hmC) levels were increased in SAMP8 mice at 2 and 9 months of age compared to SAMR1. These changes were accompanied by changes in the expression of several enzymes that regulate 5-mC and methylcytosine oxidation. Acetylated H3 and H4 histone levels were significantly diminished in SAMP8 mice at 2-month-old compared to SAMR1 and altered Histone DeACetylase (HDACs) profiles were detected in both young and old SAMP8 mice. We analyzed 84 different mouse miRNAs known to be altered in neurological diseases or involved in neuronal development. Compared with SAMR1, SAMP8 mice showed 28 and 17 miRNAs differentially expressed at 2 and 9 months of age, respectively; 6 of these miRNAs overlapped at both ages. We used several bioinformatic approaches to integrate our data in mRNA:miRNA regulatory networks and functional predictions for young and aged animals. In sum, our study reveals interplay between epigenetic mechanisms and gene networks that seems to be relevant for the progression toward a pathological aging and provides several potential markers and therapeutic candidates for Alzheimer's Disease (AD) and age-related cognitive impairment.",aging; Alzheimer's disease; brain; chromatin-modifying enzymes; DNA methylation; epigenetics; histone acetylation; microRNA,Journal Article,2018,Frontiers in genetics,eligible,eligible,final,not_applicable,background_mention,exclude,excluded_relevance,Adjudicação humana,pilot-v1.1,no_pubmed_integrity_signal,2026-08-22 01:52:33.208402-03,This article is excluded because it does not meet NDRO scientific relevance criteria.,Elegibilidade confirmada durante adjudicação humana,,2026-08-22 01:52:33.208402-03
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-052,AD,30832390,https://pubmed.ncbi.nlm.nih.gov/30832390/,"""Like Death is Near"": Expressions of Suicidal and Homicidal Ideation in the Blog Posts of Family Caregivers of People with Dementia.",Anderson Joel G; Eppes Alexis; O'Dwyer Siobhan T,"BACKGROUND: The challenges of providing care for someone with Alzheimer's disease and related dementias (ADRD) have been associated with increased stress, poor mental and physical health, social isolation, and financial distress. More recently, caregiving has been associated with high rates of suicidal and homicidal ideation, but the research on these phenomena is limited. The present study analyzed a sample of blogs written by family caregivers of people with ADRD to explore thoughts of suicide and homicide expressed by these caregivers.
METHODS: Blogs written by self-identified informal caregivers of people with ADRD were identified using a systematic search method and data were analyzed using a qualitative thematic analysis.
RESULTS: Five themes related to thoughts of suicide and homicide by caregivers and people with ADRD were derived from the analysis: (1) end-of-life care; (2) thoughts of death and euthanasia by the person with ADRD; (3) surrogate decision making; (4) thoughts of suicide by the caregiver; and (5) thoughts of homicide and euthanasia by the caregiver.
CONCLUSIONS: The results capture the reality of suicidal and homicidal thoughts among family caregivers of people with ADRD, supporting calls for more research on these complex topics and highlighting the need for changes to clinical practice to prevent thoughts from becoming behaviors or actions.",Alzheimer’s disease; blog; dementia; family caregiver; homicide; suicide,Journal Article,2019,"Behavioral sciences (Basel, Switzerland)",eligible,eligible,final,complete,primary_focus,include,core,Consenso A+B,pilot-v1.1,no_pubmed_integrity_signal,2026-08-22 01:52:33.208402-03,This article is included in the NDRO core analytical corpus.,Estudo empírico original confirmado por leitura do abstract,,2026-08-22 01:52:33.208402-03
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-053,AD,33163613,https://pubmed.ncbi.nlm.nih.gov/33163613/,Relationship of amyloid beta and neurofibrillary tau deposition in Neurodegeneration in Aging Down Syndrome (NiAD) study at baseline.,Tudorascu D L; Laymon C M; Zammit M; Minhas D S; Anderson S J; Ellison P A; Zaman S; Ances B M; Sabbagh M; Johnson S C; Mathis C A; Klunk W E; Handen B L; Christian B T; Cohen A D,"IMPORTANCE: Adults with Down syndrome (DS) are at high-risk of revealing Alzheimer's disease (AD) pathology, in part due to the triplication of chromosome 21 encoding the amyloid precursor protein. Adults with DS are uniformly affected by AD pathology by their 30's and have a 70% to 80% chance of clinical dementia by their 60's. Our previous studies have assessed longitudinal changes in amyloid beta (Aβ) accumulation in DS.
OBJECTIVE: The goal of the present study was to assess the presence of brain tau using [18F]AV-1451 positron emission tomography (PET) in DS and to assess the relationship of brain tau pathology to Aβ using Pittsburgh Compound B (PiB)-PET.
DESIGN: Cohort study.
SETTING: Multi-center study.
PARTICIPANTS: Participants consisted of a sample of individuals with DS and sibling controls recruited from the community; exclusion criteria included contraindications for magnetic resonance imaging (MRI) and/or a medical or psychiatric condition that impaired cognitive functioning.
EXPOSURES: PET brain scans to assess Aβ ([11C]PiB) and tau ([18F]AV-1451) burden.
MAIN OUTCOMES AND MEASURES: Multiple linear regression models (adjusted for chronological age, sex and performance site) were used to examine associations between regional [18F]AV-1451 standard uptake value ratio (SUVR) (based on regions associated with Braak stages 1-6) and global [11C]PiB SUVR (as both a continuous and dichotomous variable).
RESULTS: A cohort of 156 participants (mean age = 39.05, SD(8.4)) were examined. These results revealed a significant relationship between in vivo Aβ and tau pathology in DS. As a dichotomous variable, [18F]AV-1451 retention was higher in each Braak region in PiB(+) participants. We also found, based on our statistical models, starting with the Braak 3 region of interest (ROI), an acceleration of [18F]AV-1451 SUVR deposition with [11C]PiB SUVR increases.",Alzheimer's disease; Down syndrome; PET amyloid; TAU,Journal Article,2020,"Alzheimer's & dementia (New York, N. Y.)",eligible,eligible,final,complete,primary_focus,include,core,Consenso A+B,pilot-v1.1,no_pubmed_integrity_signal,2026-08-22 01:52:33.208402-03,This article is included in the NDRO core analytical corpus.,Estudo empírico original com abstract utilizável,,2026-08-22 01:52:33.208402-03
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-054,AD,33866848,https://pubmed.ncbi.nlm.nih.gov/33866848/,Hemodynamic and structural brain measures in high and low sedentary older adults.,Maasakkers Carlijn M; Thijssen Dick Hj; Knight Silvin P; Newman Louise; O'Connor John D; Scarlett Siobhan; Carey Daniel; Buckley Anne; McMorrow Jason P; Leidhin Caoilfhionn Ní; Feeney Joanne; Melis René Jf; Kenny Rose Anne; Claassen Jurgen Ahr; Looze Céline De,"Due to its cardiovascular effects sedentary behaviour might impact cerebrovascular function in the long term, affecting cerebrovascular regulatory mechanisms and perfusion levels. Consequently this could underly potential structural brain abnormalities associated with cognitive decline. We therefore assessed the association between sedentary behaviour and brain measures of cerebrovascular perfusion and structural abnormalities in community-dwelling older adults. Using accelerometery (GENEActiv) data from The Irish Longitudinal Study on Ageing (TILDA) we categorised individuals by low- and high-sedentary behaviour (≤8 vs >8 hours/day). We examined prefrontal haemoglobin oxygenation levels using Near-Infrared Spectroscopy during rest and after an orthostatic challenge in 718 individuals (66 ± 8 years, 52% female). Global grey matter cerebral blood flow, total grey and white matter volume, total and subfield hippocampal volumes, cortical thickness, and white matter hyperintensities were measured using arterial spin labelling, T1, and FLAIR MRI in 86 individuals (72 ± 6 years, 55% female). While no differences in prefrontal or global cerebral hemodynamics were found between groups, high-sedentary individuals showed lower hippocampal volumes and increased white matter hyperintensities compared to their low-sedentary counterparts. Since these structural cerebral abnormalities are associated with cognitive decline and Alzheimer's disease, future work exploring the causal pathways underlying these differences is needed.",Alzheimer’s disease; cognitive decline; hemodynamics; neuroimaging; sedentary behaviour,"Journal Article; Research Support, Non-U.S. Gov't",2021,Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism,eligible,eligible,final,not_applicable,background_mention,exclude,excluded_relevance,Consenso A+B,pilot-v1.1,no_pubmed_integrity_signal,2026-08-22 01:52:33.208402-03,This article is excluded because it does not meet NDRO scientific relevance criteria.,Estudo empírico original com abstract utilizável,,2026-08-22 01:52:33.208402-03
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-055,AD,34867169,https://pubmed.ncbi.nlm.nih.gov/34867169/,Zinc Finger Proteins in Neuro-Related Diseases Progression.,Bu Siyuan; Lv Yihan; Liu Yusheng; Qiao Sen; Wang Hongmei,"Zinc finger proteins (ZNF) are among the most abundant proteins in eukaryotic genomes. It contains several zinc finger domains that can selectively bind to certain DNA or RNA and associate with proteins, therefore, ZNF can regulate gene expression at the transcriptional and translational levels. In terms of neurological diseases, numerous studies have shown that many ZNF are associated with neurological diseases. The purpose of this review is to summarize the types and roles of ZNF in neuropsychiatric disorders. We will describe the structure and classification of ZNF, then focus on the pathophysiological role of ZNF in neuro-related diseases and summarize the mechanism of action of ZNF in neuro-related diseases.",Alzheimer’s disease; autism spectrum disorder; epilepsy; ischemic stroke; neuro-related diseases; schizophrenia; zinc finger proteins,Journal Article; Review,2021,Frontiers in neuroscience,eligible,excluded,final,not_applicable,,exclude,excluded_eligibility,Regra de elegibilidade,pilot-v1.1,no_pubmed_integrity_signal,2026-08-22 01:52:33.208402-03,This article is excluded because it does not meet NDRO eligibility requirements.,Revisão ou meta-análise,,2026-08-22 01:52:33.208402-03
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-056,AD,37210624,https://pubmed.ncbi.nlm.nih.gov/37210624/,NF-κB/NLRP3 inflammasome axis and risk of Parkinson's disease in Type 2 diabetes mellitus: A narrative review and new perspective.,Alrouji Mohammed; Al-Kuraishy Hayder M; Al-Gareeb Ali I; Alexiou Athanasios; Papadakis Marios; Jabir Majid S; Saad Hebatallah M; Batiha Gaber El-Saber,"Parkinson's disease (PD) is the second most common neurodegenerative disease after Alzheimer's disease (AD). Genetic predisposition and immune dysfunction are involved in the pathogenesis of PD. Notably, peripheral inflammatory disorders and neuroinflammation are associated with PD neuropathology. Type 2 diabetes mellitus (T2DM) is associated with inflammatory disorders due to hyperglycaemia-induced oxidative stress and the release of pro-inflammatory cytokines. Particularly, insulin resistance (IR) in T2DM promotes the degeneration of dopaminergic neurons in the substantia nigra (SN). Thus, T2DM-induced inflammatory disorders predispose to the development and progression of PD, and their targeting may reduce PD risk in T2DM. Therefore, this narrative review aims to find the potential link between T2DM and PD by investigating the role of inflammatory signalling pathways, mainly the nuclear factor kappa B (NF-κB) and the nod-like receptor pyrin 3 (NLRP3) inflammasome. NF-κB is implicated in the pathogenesis of T2DM, and activation of NF-κB with induction of neuronal apoptosis was also confirmed in PD patients. Systemic activation of NLRP3 inflammasome promotes the accumulation of α-synuclein and degeneration of dopaminergic neurons in the SN. Increasing α-synuclein in PD patients enhances NLRP3 inflammasome activation and the release of interleukin (IL)-1β followed by the development of systemic inflammation and neuroinflammation. In conclusion, activation of the NF-κB/NLRP3 inflammasome axis in T2DM patients could be the causal pathway in the development of PD. The inflammatory mechanisms triggered by activated NLRP3 inflammasome lead to pancreatic β-cell dysfunction and the development of T2DM. Therefore, attenuation of inflammatory changes by inhibiting the NF-κB/NLRP3 inflammasome axis in the early T2DM may reduce future PD risk.",NF-κB; NLRP3 inflammasome; Parkinson disease; T2DM,"Journal Article; Research Support, Non-U.S. Gov't; Review",2023,Journal of cellular and molecular medicine,eligible,excluded,final,not_applicable,,exclude,excluded_eligibility,Regra de elegibilidade,pilot-v1.1,no_pubmed_integrity_signal,2026-08-22 01:52:33.208402-03,This article is excluded because it does not meet NDRO eligibility requirements.,Revisão ou meta-análise,,2026-08-22 01:52:33.208402-03
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-057,AD,37645746,https://pubmed.ncbi.nlm.nih.gov/37645746/,Genetic evidence for serum amyloid P component as a drug target for treatment of neurodegenerative disorders.,Schmidt A Floriaan; Finan Chris; Chopade Sandesh; Ellmerich Stephan; Rossor Martin N; Hingorani Aroon D; Pepys Mark B,"The direct causes of neurodegeneration underlying Alzheimer's disease (AD) and many other dementias, are not known. Here we identify serum amyloid P component (SAP), a constitutive plasma protein normally excluded from the brain, as a potential drug target. After meta-analysis of three genome-wide association studies, comprising 44,288 participants, cis-Mendelian randomization showed that genes responsible for higher plasma SAP values are significantly associated with AD, Lewy body dementia and plasma tau concentration. These genetic findings are consistent with experimental evidence of SAP neurotoxicity and the strong, independent association of neocortex SAP content with dementia at death. Depletion of SAP from the blood and from the brain, as is provided by the safe, well tolerated, experimental drug, miridesap, may therefore contribute to treatment of neurodegeneration.",Alzheimer’s disease; dementia; genome-wide association study; Lewy body dementia; Mendelian randomization; miridesap; neurodegeneration; serum amyloid P component,Journal Article; Preprint,2023,medRxiv : the preprint server for health sciences,eligible,eligible,final,complete,shared_mechanism,separate_view,separate,Adjudicação humana,pilot-v1.1,no_pubmed_integrity_signal,2026-08-22 01:52:33.208402-03,This original study is preserved in a separate analytical view.,Elegibilidade confirmada durante adjudicação humana,,2026-08-22 01:52:33.208402-03
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-058,AD,38721530,https://pubmed.ncbi.nlm.nih.gov/38721530/,"Editorial: Modelling neurodevelopmental and neurodegenerative diseases for prognosis, diagnosis, and therapies.",Vilain Sven,,Alzheimer’ disease; down syndrome; fatty acid hydroxylase-associated neurodegeneration; hypoxia induced factor-1 (HIF-1); inherited retinal disease (IRD); neural tube defects (NTD),Editorial,2024,Frontiers in cell and developmental biology,excluded,excluded,final,not_applicable,,exclude,excluded_eligibility,Regra de elegibilidade,pilot-v1.1,no_pubmed_integrity_signal,2026-08-22 01:52:33.208402-03,This article is excluded because it does not meet NDRO eligibility requirements.,Abstract ausente,Abstract missing from the public PubMed record.,2026-08-22 01:52:33.208402-03
ndro-mvp-v0.1.2-20260823,2026-08-23,AD-R-059,AD,39652683,https://pubmed.ncbi.nlm.nih.gov/39652683/,Dementia: Menopause: identification and management: Evidence review G,,"Dementia describes a set of symptoms that occur when the brain is affected by certain diseases or conditions. These symptoms, such as memory loss and aggression, can cause distress to patients and their families, and can lead to long-term social care needs. Previous NICE guidelines (NG23, 2015) concluded that the likelihood of HRT in menopausal women affecting the risk of dementia was unknown. Recent media focus on this area has highlighted the need to clarify this. The current updated evidence review examined this question.",Alzheimer Disease; Climacteric; Dementia; Estrogen Replacement Therapy; Female; Gender-Nonconforming Persons; Hormone Replacement Therapy; Humans; Menopause; Perimenopause; Postmenopause; Review; Risk Factors; Transgender Persons,Review,2024,,eligible,excluded,final,not_applicable,,exclude,excluded_eligibility,Regra de elegibilidade,pilot-v1.1,no_pubmed_integrity_signal,2026-08-22 01:52:33.208402-03,This article is excluded because it does not meet NDRO eligibility requirements.,Revisão ou meta-análise,,2026-08-22 01:52:33.208402-03
